Respondent_type,pid,research_type_qualitative,research_type_quant_experimental,research_type_quant_observational,research_type_quant_other,research_type_theoretical,year_complete_phd,Research type,Career stage,publicly_posting_what_percentage_subfield,publicly_posting_distribution_of_opinion_subfield_1,publicly_posting_distribution_of_opinion_subfield_2,publicly_posting_distribution_of_opinion_subfield_3,publicly_posting_distribution_of_opinion_subfield_4,publicly_posting_distribution_of_opinion_subfield_5,analysis_pre_registration_what_percentage_subfield,analysis_pre_registration_distribution_of_opinion_subfield_1,analysis_pre_registration_distribution_of_opinion_subfield_2,analysis_pre_registration_distribution_of_opinion_subfield_3,analysis_pre_registration_distribution_of_opinion_subfield_4,analysis_pre_registration_distribution_of_opinion_subfield_5,econ_subfield,psych_subfield,polisci_subfield,socio_subfield,analysis_pre_registration_descriptive_subfield_norm,analysis_pre_registration_prescriptive_subfield_norm,publicly_posting_descriptive_subfield_norm,publicly_posting_prescriptive_subfield_norm,descriptive_subfield_norm_across_practices,prescriptive_subfield_norm_across_practices,subfield_norms,subfield,Discipline,publicly_posting_approximately_when_was,posting_study_instruments_approximately_when_was,analysis_pre_registration_approximately_when_was,publicly_posting_approximately_how_many,posting_study_instruments_approximately_how_many,analysis_pre_registration_approximately_how_many,publicly_posting_think_about_last,posting_study_instruments_think_about_last,analysis_pre_registration_think_about_last,publicly_posting_have_you_ever,posting_study_instruments_have_you_ever,analysis_pre_registration_have_you_ever,has_done_posting_study_instruments,has_done_publicly_posting,has_done_analysis_pre_registration,has_done_any_practice_ever,has_done_posting_study_instruments_last_paper,has_done_publicly_posting_last_paper,has_done_analysis_pre_registration_last_paper,has_done_any_practice_ever_last_paper,publicly_posting_distribution_of_opinion_discipline_1,publicly_posting_distribution_of_opinion_discipline_2,publicly_posting_distribution_of_opinion_discipline_3,publicly_posting_distribution_of_opinion_discipline_4,publicly_posting_distribution_of_opinion_discipline_5,analysis_pre_registration_distribution_of_opinion_discipline_1,analysis_pre_registration_distribution_of_opinion_discipline_2,analysis_pre_registration_distribution_of_opinion_discipline_3,analysis_pre_registration_distribution_of_opinion_discipline_4,analysis_pre_registration_distribution_of_opinion_discipline_5,publicly_posting_what_is_your_opinion,publicly_posting_what_percentage_discipline,analysis_pre_registration_what_is_your_opinion,analysis_pre_registration_what_percentage_discipline,posting_study_instruments_what_is_your_opinion,personal_support_open_science,awareness_across_practices,attitude_across_practices,behavior_across_practices,trustworthiness_when_researchers_run_canonical,trustworthiness_how_confident_are,trustworthiness_when_researchers_run_recent,trustworthiness_think_about_table,norms,overall_open_science,trustworthiness_of_literature,descriptive_norm_across_practices,prescriptive_norm_across_practices,publicly_posting_practice_index,posting_study_instruments_practice_index,analysis_pre_registration_practice_index,manipulation_check_nudge,post_treatment_behavioral_intentions_and_attitudes,post_treatment_pre_registration_norms,post_treatment_research_transparency_behavioral_intentions_and_attitudes,post_treatment_research_transparency_norms,publicly_posting_attitude,publicly_posting_awareness,publicly_posting_behavior,publicly_posting_descriptive_norm,publicly_posting_prescriptive_norm,posting_study_instruments_attitude,posting_study_instruments_awareness,posting_study_instruments_behavior,analysis_pre_registration_attitude,analysis_pre_registration_awareness,analysis_pre_registration_behavior,analysis_pre_registration_descriptive_norm,analysis_pre_registration_prescriptive_norm,.dummy,"Overall personal
support",Awareness,Attitude,Behavior,"Personal support
(no norms)",Norms,"Overall
(includes norms)","Trustworthiness of
literature",Canonical research,Influential research,Recent research,"Latest issue of
 discipline's top journals"
faculty-75,23363,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Quantitative non-experimental,Published Author,80,5,5,10,30,50,2,5,10,70,10,5,International Relations,International Relations,International Relations,International Relations,0.035,0.5,0.75,0.7875000000000001,0.3925,0.64375,0.5181250000000001,International Relations,Political Science,2006,2020,NA,7,1,0,1,1,NA,1,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,5,10,15,30,40,5,20,50,20,5,5,70,4,5,5,0.8444444444444444,1,0.8666666666666667,0.6666666666666666,2,3,4,4,0.5103125000000001,0.6899537037037037,0.5625,0.3925,0.628125,0.8298611111111112,0.95,0.29,0.75,0.3333333333333333,1,0.8,0.875,1,1,1,0.75,0.7562500000000001,0.9,1,1,0.7,1,0,0.035,0.5,1,0.8444444444444444,1,0.8666666666666667,0.6666666666666666,0.8444444444444444,0.5103125000000001,0.6899537037037037,0.5625,2,3,4,4
faculty-75,10774,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,Published Author,70,0,5,20,45,30,15,0,25,50,20,5,Political Economics,Political Economics,Political Economics,Political Economics,0.22499999999999998,0.5125,0.5,0.75,0.3625,0.63125,0.49687499999999996,Political Economics,Economics,2011,2012,2016,10,4,2,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,5,20,45,30,0,20,40,35,5,5,30,4,30,5,0.9666666666666667,1,0.9,1,3,3,3,3,0.503125,0.7451967592592592,0.5,0.3625,0.64375,0.7277777777777777,1,0.5078125,0.5,0.7,0.5,0.92,0.75,1,1,1,0.5,0.75,1,1,1,0.7,1,1,0.22499999999999998,0.5375,1,0.9666666666666667,1,0.9,1,0.9666666666666667,0.503125,0.7451967592592592,0.5,3,3,3,3
faculty-75,34353,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,Published Author,9,25,20,20,20,15,18,10,15,20,25,30,Neuroscience,Neuroscience,Neuroscience,Neuroscience,0.16499999999999998,0.625,0.07,0.44999999999999996,0.1175,0.5375,0.3275,Neuroscience,Psychology,2020,2020,2019,2,1,5,1,0,1,1,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,35,25,15,15,10,20,20,20,20,20,5,5,5,15,5,0.9518518518518518,1,0.9666666666666667,0.8888888888888888,3,3,3,2,0.29937499999999995,0.609849537037037,0.4375,0.1175,0.48124999999999996,0.48777777777777775,0.8333333333333333,0.5084375,0.75,0.9833333333333333,0.75,0.914,0.625,1,1,1,0.07,0.39999999999999997,1,1,0.6666666666666666,0.9,0,1,0.16499999999999998,0.5625,1,0.9518518518518518,1,0.9666666666666667,0.8888888888888888,0.9518518518518518,0.29937499999999995,0.609849537037037,0.4375,3,3,3,2
faculty-75,10239,FALSE,TRUE,TRUE,FALSE,FALSE,2009,Experimental,Published Author,30,5,25,40,25,5,60,5,10,15,35,35,NA,Clinical Psychology,NA,NA,0.55,0.7125,0.3,0.5,0.42500000000000004,0.60625,0.515625,Clinical Psychology,Psychology,2015,NA,2011,1,NA,5,0,NA,1,1,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5,25,40,25,5,5,15,20,30,30,4,30,5,50,3,0.7777777777777778,0.6666666666666666,0.8333333333333334,0.8333333333333333,4,4,3,3,0.509375,0.5436728395061728,0.625,0.42500000000000004,0.59375,0.5407407407407407,0.35,0.7402777777777778,0.25,0.7333333333333333,0.875,0.59,1,0.8,1,0.6666666666666666,0.3,0.5,0.7,0,NA,1,1,1,0.55,0.6875,1,0.7777777777777778,0.6666666666666666,0.8333333333333334,0.8333333333333333,0.7777777777777778,0.509375,0.5436728395061728,0.625,4,4,3,3
faculty-75,890,TRUE,FALSE,FALSE,FALSE,FALSE,2020,Qualitative or Theoretical,Published Author,10,33,0,34,0,33,3,60,0,25,0,15,NA,NA,NA,Immigration,0.05,0.275,0.1,0.5,0.07500000000000001,0.3875,0.23125,Immigration,Sociology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,20,10,20,25,50,0,30,0,20,3,10,2,7,4,0.5444444444444444,1,0.6333333333333333,0,2,2,3,3,0.240625,0.4225,0.375,0.07500000000000001,0.40625,0.3888888888888889,0.6,0.27861111111111114,0.375,0.16666666666666666,0.75,0.42,1,0.7,1,0,0.1,0.5,0.8,1,0,0.4,1,0,0.05,0.3125,1,0.5444444444444444,1,0.6333333333333333,0,0.5444444444444444,0.240625,0.4225,0.375,2,2,3,3
faculty-75,26236,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Experimental,Published Author,55,16,25,35,18,6,60,25,25,25,16,9,*****,*****,*****,*****,0.675,0.39749999999999996,0.6000000000000001,0.4325,0.6375000000000001,0.415,0.52625,*****,Psychology,2016,2019,2017,10,4,10,1,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,10,17,37,26,10,10,10,25,30,25,2,65,4,75,2,0.7814814814814814,1,0.5666666666666667,0.7777777777777778,3,3,3,3,0.5659375,0.5627951388888889,0.5,0.6375000000000001,0.494375,0.6425000000000001,0.3666666666666667,0.67921875,0.75,0.75,0.5,0.8,0.625,0.5,1,1,0.6000000000000001,0.4775,0.4,1,0.3333333333333333,0.8,1,1,0.675,0.51125,1,0.7814814814814814,1,0.5666666666666667,0.7777777777777778,0.7814814814814814,0.5659375,0.5627951388888889,0.5,3,3,3,3
faculty-75,345,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,Published Author,61,0,0,0,65,35,70,0,0,0,40,60,Political Economy,Political Economy,Political Economy,Political Economy,0.5,0.8999999999999999,0.505,0.8374999999999999,0.5025,0.8687499999999999,0.6856249999999999,Political Economy,Political Science,2012,NA,NA,0,0,0,0,NA,NA,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,15,60,20,0,0,0,50,50,3,40,4,30,5,0.7222222222222222,1,0.8333333333333334,0.3333333333333333,3,3,4,5,0.6699999999999999,0.6719560185185185,0.6875,0.5025,0.8374999999999999,0.6080555555555556,0.75,0.6578125,0.5,0.9166666666666666,1,0.96,0.875,0.7,1,0,0.505,0.7875,1,0,0.5,0.8,1,0.5,0.5,0.8875,1,0.7222222222222222,1,0.8333333333333334,0.3333333333333333,0.7222222222222222,0.6699999999999999,0.6719560185185185,0.6875,3,3,4,5
faculty-75,27933,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Qualitative or Theoretical,Published Author,0,0,0,0,0,100,0,0,0,100,0,0,NA,NA,NA,NA,0.025,0.5,0.145,1,0.08499999999999999,0.75,0.4175,NA,Economics,2020,NA,NA,1,0,0,1,NA,NA,1,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,11,89,0,10,80,9,1,5,29,3,5,5,0.7222222222222222,1,0.8333333333333334,0.3333333333333333,5,2,2,2,0.41437499999999994,0.48399884259259257,0.4375,0.08499999999999999,0.7437499999999999,0.7265277777777778,0.45,0.27546875,0.5,0.4166666666666667,0.75,0.35,0.75,1,1,1,0.145,0.98625,0.9,NA,0,0.6,NA,0,0.025,0.50125,1,0.7222222222222222,1,0.8333333333333334,0.3333333333333333,0.7222222222222222,0.41437499999999994,0.48399884259259257,0.4375,5,2,2,2
faculty-75,26857,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,Published Author,20,9,21,16,30,24,7,23,14,31,21,11,NA,NA,NA,NA,0.13,0.4575,0.21500000000000002,0.5975,0.17250000000000001,0.5275000000000001,0.35000000000000003,NA,Psychology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,20,20,26,20,20,20,20,20,20,3,23,5,19,4,0.5777777777777777,1,0.7333333333333333,0,3,3,3,3,0.34875,0.37993634259259257,0.5,0.17250000000000001,0.525,0.4415277777777778,0.35,0.34828125,0.375,0.6033333333333333,1,0.418,0.875,0.6,1,0,0.21500000000000002,0.57125,0.7,1,0,0.9,1,0,0.13,0.47875,1,0.5777777777777777,1,0.7333333333333333,0,0.5777777777777777,0.34875,0.37993634259259257,0.5,3,3,3,3
faculty-75,30410,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,Published Author,80,5,5,10,20,60,0,60,20,10,5,5,American Politics,American Politics,American Politics,American Politics,0,0.1875,0.8,0.8125,0.4,0.5,0.45,American Politics,Political Science,2012,NA,NA,6,0,0,1,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,5,5,10,20,60,60,20,10,5,5,5,80,1,0,4,0.6666666666666667,1,0.6666666666666667,0.3333333333333333,3,4,4,4,0.45,0.45538194444444446,0.6875,0.4,0.5,0.8708333333333333,0.4,0.0953125,0.75,0,0.25,0.7,1,1,1,1,0.8,0.8125,0.8,1,0,0.2,1,0,0,0.1875,1,0.6666666666666667,1,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.45,0.45538194444444446,0.6875,3,4,4,4
faculty-75,976,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Quantitative non-experimental,Published Author,25,40,0,0,0,60,10,100,0,0,0,0,Econometrics,Econometrics,Econometrics,Econometrics,0.3,0,0.375,0.6,0.3375,0.3,0.31875,Econometrics,Economics,2014,NA,NA,0,0,0,1,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,0,0,0,50,75,0,0,0,25,5,50,2,50,5,0.6111111111111112,1,0.8333333333333334,0,3,4,4,4,0.3375,0.4304398148148148,0.6875,0.3375,0.3375,0.5444444444444444,0.5,0.246875,0.75,0.08333333333333333,0.5,0.45,0.875,1,1,0,0.375,0.55,1,1,0,0.5,0,0,0.3,0.125,1,0.6111111111111112,1,0.8333333333333334,0,0.6111111111111112,0.3375,0.4304398148148148,0.6875,3,4,4,4
grad-25,36836,FALSE,FALSE,TRUE,FALSE,TRUE,2020,Quantitative non-experimental,PhD Student,35,0,10,10,40,40,15,0,40,20,40,0,Development Economics,NA,NA,NA,0.22499999999999998,0.5,0.375,0.7749999999999999,0.3,0.6375,0.46875,Development Economics,Economics,NA,2019,NA,0,2,0,NA,NA,NA,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,20,10,40,30,0,40,30,30,0,5,40,4,30,5,0.7,1,0.9333333333333333,0.16666666666666666,4,4,4,5,0.45624999999999993,0.625,0.8125,0.3,0.6124999999999999,0.5958333333333333,0.8333333333333334,0.4458333333333333,0.625,0.43666666666666665,0.5,0.706,0.875,1,1,0,0.375,0.7374999999999999,1,1,0.5,0.8,1,0,0.22499999999999998,0.4875,1,0.7,1,0.9333333333333333,0.16666666666666666,0.7,0.45624999999999993,0.625,0.8125,4,4,4,5
grad-25,25636,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,34,8,14,42,25,11,14,11,24,41,12,12,*****,Cognitive Neuroscience,*****,*****,0.19,0.475,0.34,0.5425,0.265,0.50875,0.386875,Cognitive Neuroscience,Psychology,2019,2015,NA,1,0,0,1,0,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4,15,33,33,15,11,22,39,14,14,5,34,5,24,4,0.7444444444444445,1,0.9,0.3333333333333333,3,4,4,4,0.3965625,0.4571527777777778,0.6875,0.265,0.528125,0.6370833333333333,0.35,0.384375,0.5,0.9666666666666667,1,0.9,0.875,1,1,1,0.34,0.57125,0.7,1,0,1,1,0,0.19,0.485,1,0.7444444444444445,1,0.9,0.3333333333333333,0.7444444444444445,0.3965625,0.4571527777777778,0.6875,3,4,4,4
faculty-75,8598,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,Published Author,20,7,23,33,22,15,29,11,19,30,23,17,Developmental Psychology,Developmental Psychology,Developmental Psychology,Developmental Psychology,0.395,0.54,0.30000000000000004,0.5375,0.34750000000000003,0.5387500000000001,0.44312500000000005,Developmental Psychology,Psychology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,10,28,40,19,8,13,19,32,28,4,40,5,50,5,0.6444444444444445,1,0.9333333333333333,0,3,3,4,4,0.47125,0.506255787037037,0.625,0.34750000000000003,0.595,0.5098611111111111,0.5,0.50890625,0.625,1,0.75,0.78,0.75,0.8,1,0,0.30000000000000004,0.59625,1,1,0,1,1,0,0.395,0.59375,1,0.6444444444444445,1,0.9333333333333333,0,0.6444444444444445,0.47125,0.506255787037037,0.625,3,3,4,4
grad-25,32334,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,20,16,17,11,21,35,5,18,22,11,27,22,Political,Political,Political,Political,0.04,0.5325,0.15000000000000002,0.605,0.09500000000000001,0.56875,0.331875,Political,Sociology,2015,NA,NA,1,0,0,NA,NA,NA,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,25,15,9,20,31,21,25,11,25,18,5,10,4,3,5,0.7,1,0.9333333333333333,0.16666666666666666,3,4,3,3,0.318125,0.43933449074074077,0.5625,0.09500000000000001,0.54125,0.5134722222222222,0.5,0.30453125000000003,0.625,0.48333333333333334,1,0.72,0.875,1,1,0.5,0.15000000000000002,0.57375,1,1,0,0.8,0,0,0.04,0.50875,1,0.7,1,0.9333333333333333,0.16666666666666666,0.7,0.318125,0.43933449074074077,0.5625,3,4,3,3
faculty-75,34545,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,Published Author,30,10,20,20,30,20,5,20,30,30,10,10,Comparative Politics,Comparative Politics,Comparative Politics,Comparative Politics,0.07500000000000001,0.4,0.3,0.575,0.1875,0.4875,0.3375,Comparative Politics,Political Science,2011,2011,NA,6,6,0,0,0,NA,1,0,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,20,20,30,20,20,30,30,10,10,5,30,2,10,5,0.7481481481481481,1,0.8,0.4444444444444444,4,4,4,4,0.3375,0.5508487654320987,0.75,0.1875,0.4875,0.5879629629629629,0.8333333333333333,0.23125,0.5,0.08333333333333333,0.25,0.65,0.75,1,1,0.6666666666666666,0.3,0.575,1,0,0.6666666666666666,0.4,1,0,0.07500000000000001,0.4,1,0.7481481481481481,1,0.8,0.4444444444444444,0.7481481481481481,0.3375,0.5508487654320987,0.75,4,4,4,4
faculty-75,29953,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Quantitative non-experimental,Published Author,35,20,10,40,20,10,0,50,40,5,5,0,Methodology,Methodology,Methodology,Methodology,0.025,0.16249999999999998,0.275,0.475,0.15000000000000002,0.31875,0.234375,Methodology,Political Science,2013,NA,NA,10,0,0,1,NA,NA,1,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,20,20,40,10,10,30,20,20,10,20,5,20,4,5,5,0.7777777777777778,1,0.8333333333333334,0.5,4,2,2,4,0.26093750000000004,0.48857060185185186,0.5,0.15000000000000002,0.371875,0.5555555555555556,0.7,0.21015625,0.75,0.3333333333333333,0.75,0.68,0.75,0.9,1,1,0.275,0.45,0.9,1,0.5,0.7,1,0,0.025,0.29375,1,0.7777777777777778,1,0.8333333333333334,0.5,0.7777777777777778,0.26093750000000004,0.48857060185185186,0.5,4,2,2,4
grad-25,24639,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,5,30,25,25,15,5,3,50,30,15,3,2,Educational Psychology,Educational Psychology,Educational Psychology,Educational Psychology,0.04,0.1925,0.065,0.35,0.052500000000000005,0.27125,0.161875,Educational Psychology,Psychology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,30,30,15,5,50,30,10,5,5,5,8,2,5,5,0.6111111111111112,1,0.8333333333333334,0,3,2,2,2,0.1690625,0.3410532407407407,0.3125,0.052500000000000005,0.285625,0.3684722222222222,0.5,0.1546875,0.75,0.1,0.5,0.32,0.875,1,1,0,0.065,0.36874999999999997,1,1,0,0.5,0,0,0.04,0.2025,1,0.6111111111111112,1,0.8333333333333334,0,0.6111111111111112,0.1690625,0.3410532407407407,0.3125,3,2,2,2
grad-25,9563,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,70,0,5,5,10,80,5,0,0,10,50,40,NA,NA,NA,NA,0.07500000000000001,0.825,0.7,0.9125000000000001,0.38749999999999996,0.86875,0.628125,NA,Psychology,2019,2019,NA,2,1,0,0,0,NA,1,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,5,10,80,0,5,10,50,35,5,70,4,10,5,0.7925925925925926,1,0.9333333333333333,0.4444444444444444,5,3,4,4,0.6234375,0.7002411265432098,0.75,0.38749999999999996,0.859375,0.8337962962962963,0.8333333333333333,0.43359375,0.5,0.3333333333333333,0.75,0.71,1,1,1,0.6666666666666666,0.7,0.9125000000000001,1,1,0.6666666666666666,0.8,1,0,0.07500000000000001,0.80625,1,0.7925925925925926,1,0.9333333333333333,0.4444444444444444,0.7925925925925926,0.6234375,0.7002411265432098,0.75,5,3,4,4
grad-25,8698,TRUE,FALSE,FALSE,TRUE,FALSE,2020,Quantitative non-experimental,PhD Student,8,14,18,52,12,4,6,21,22,45,7,5,NA,NA,NA,Work and labor,0.06,0.38249999999999995,0.23,0.43500000000000005,0.14500000000000002,0.40875,0.276875,Work and labor,Sociology,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,6,23,36,31,15,14,37,17,17,4,38,2,6,3,0.4222222222222222,0.6666666666666666,0.6,0,2,3,4,4,0.328125,0.4195833333333333,0.5625,0.14500000000000002,0.51125,0.4841666666666667,0.5333333333333333,0.24125,0.5,0.35666666666666663,0.5,0.68,1,0.8,1,0,0.23,0.5725,0.6,1,0,0.4,0,NA,0.06,0.44999999999999996,1,0.4222222222222222,0.6666666666666666,0.6,0,0.4222222222222222,0.328125,0.4195833333333333,0.5625,2,3,4,4
grad-25,10670,TRUE,TRUE,FALSE,FALSE,FALSE,2020,Experimental,PhD Student,24,5,15,25,15,40,14,15,15,25,20,25,NA,Developmental Psychology,NA,NA,0.14500000000000002,0.5625,0.245,0.675,0.195,0.61875,0.406875,Developmental Psychology,Psychology,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,16,25,18,31,22,10,31,16,21,5,25,3,15,5,0.6,1,0.8,0,4,3,3,3,0.3921875,0.5154166666666666,0.5625,0.195,0.589375,0.5075000000000001,0.6333333333333333,0.40541666666666665,0.5,0.5,1,0.6,1,0.9,1,0,0.245,0.6425000000000001,0.9,1,0,0.6,1,0,0.14500000000000002,0.53625,1,0.6,1,0.8,0,0.6,0.3921875,0.5154166666666666,0.5625,4,3,3,3
faculty-75,35694,FALSE,FALSE,FALSE,FALSE,FALSE,2005,Experimental,Published Author,60,0,0,0,50,50,5,0,25,50,25,0,Labor Economics,Labor Economics,Labor Economics,Labor Economics,0.05,0.5,0.5,0.875,0.275,0.6875,0.48125,Labor Economics,Economics,2014,2008,NA,8,5,0,1,0,NA,1,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,25,50,25,0,25,50,25,0,5,40,4,5,4,0.7333333333333334,1,0.8666666666666667,0.3333333333333333,4,4,4,4,0.465625,0.5318672839506173,0.75,0.275,0.65625,0.7226851851851852,0.5666666666666667,0.30625,0.25,0.45,0.75,0.78,1,1,1,0.6666666666666666,0.5,0.8125,0.8,1,0.3333333333333333,0.8,1,0,0.05,0.5,1,0.7333333333333334,1,0.8666666666666667,0.3333333333333333,0.7333333333333334,0.465625,0.5318672839506173,0.75,4,4,4,4
faculty-75,28969,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,Published Author,60,3,7,10,51,29,8,22,31,35,9,3,Labor Economics,Labor Economics,Labor Economics,Labor Economics,0.135,0.35,0.5549999999999999,0.74,0.345,0.5449999999999999,0.44499999999999995,Labor Economics,Economics,2015,2016,2013,3,0,1,1,1,1,1,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,11,20,44,20,16,25,40,10,9,5,51,3,19,4,0.774074074074074,1,0.7666666666666666,0.5555555555555556,4,4,4,4,0.44437499999999996,0.4859548611111111,0.75,0.345,0.54375,0.74625,0.35,0.3616145833333333,0.5,0.44666666666666666,0.5,0.572,0.875,1,1,1,0.5549999999999999,0.69875,0.7,1,0,0.6,1,0.6666666666666666,0.135,0.38875,1,0.774074074074074,1,0.7666666666666666,0.5555555555555556,0.774074074074074,0.44437499999999996,0.4859548611111111,0.75,4,4,4,4
grad-25,21469,TRUE,FALSE,FALSE,TRUE,TRUE,2020,Quantitative non-experimental,PhD Student,3,16,26,41,14,3,3,25,23,38,9,5,NA,Educational Psychology,NA,NA,0.08,0.365,0.125,0.405,0.10250000000000001,0.385,0.24375000000000002,Educational Psychology,Psychology,2018,2018,NA,1,1,0,0,0,NA,1,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,24,12,18,33,13,29,23,30,12,6,4,22,4,13,5,0.6962962962962963,1,0.8666666666666667,0.2222222222222222,2,3,2,4,0.254375,0.5233641975308643,0.4375,0.10250000000000001,0.40625,0.43967592592592597,0.7777777777777778,0.3526388888888889,0.625,0.5466666666666666,0.625,0.558,0.75,0.8,1,0.3333333333333333,0.125,0.45125000000000004,1,1,0.3333333333333333,0.8,1,0,0.08,0.36125,1,0.6962962962962963,1,0.8666666666666667,0.2222222222222222,0.6962962962962963,0.254375,0.5233641975308643,0.4375,2,3,2,4
grad-25,20511,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,PhD Student,81,0,0,24,36,40,0,33,26,20,16,5,Comparative Politics,Comparative Politics,Comparative Politics,Comparative Politics,0,0.33499999999999996,0.81,0.79,0.405,0.5625,0.48375,Comparative Politics,Political Science,NA,NA,NA,0,0,0,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,20,40,30,20,41,18,13,8,5,81,4,0,4,0.6,1,0.8,0,4,3,3,3,0.48000000000000004,0.4506365740740741,0.5625,0.405,0.555,0.7447222222222223,0.4,0.2071875,0.75,0.08333333333333333,0.75,0.778,0.875,1,1,0,0.81,0.7575000000000001,0.8,1,0,0.6000000000000001,0,0,0,0.3525,1,0.6,1,0.8,0,0.6,0.48000000000000004,0.4506365740740741,0.5625,4,3,3,3
faculty-75,34668,FALSE,FALSE,FALSE,FALSE,FALSE,2020,Quantitative non-experimental,Published Author,25,0,25,25,25,25,25,20,20,20,20,20,Others,Others,Others,Others,0.25,0.5,0.25,0.625,0.25,0.5625,0.40625,Others,Sociology,NA,2012,NA,0,0,0,NA,0,NA,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25,25,25,25,20,20,20,20,20,3,25,3,25,5,0.7222222222222222,1,0.6666666666666666,0.5,3,3,4,4,0.40625,0.55625,0.625,0.25,0.5625,0.525,0.75,0.39375,0.125,0.3333333333333333,0.5,0.35,0.75,0.6,1,0.5,0.25,0.625,1,1,0.5,0.4,1,0.5,0.25,0.5,1,0.7222222222222222,1,0.6666666666666666,0.5,0.7222222222222222,0.40625,0.55625,0.625,3,3,4,4
